num,mot,categorie,traduction,phrase_tr,phrase_en,frequence,indice,categorie_2,traduction_2,phrase_2_tr,phrase_2_en,categorie_3,traduction_3,phrase_3_tr,phrase_3_en
174,karar,n,"decision, verdict",Çünkü bu konudaki karar çok önceleri verildi.,Because the decision on this issue had been reached long before.,45808,0.91,v,"to get dark, to turn black",,Herhey karardı birden bire. —   Everything got •  Herhey karardı birden bire. —   Everything got dark suddenly.,,,,
175,genel,adj,"general, common",Genel sorunun yanıtı bugün de bilinmiyor.,The answer to this general question is not known even today.,46689,0.90,,,,,,,,
176,sistem,n,system,Kolaylıkla sistem içine yerlehtirilemeyen iki takım olmalı.,There must be two teams that may not be easily integrated into the system.,48052,0.87,,,,,,,,
177,ilihki,n,"relation, connection",Buldukları ihle yahadıkları yer arasında mantıksız bir ilihki kurulur.,An illogical relation is established between the job they have found and the place they live in.,45846,0.90,,,,,,,,
178,para,n,money,Benim adıma adam para topluyor.,The man is collecting money on my behalf.,45424,0.91,,,,,,,,
179,dön,v,to turn,Duvara dön.,Turn to the wall.,45009,0.91,,,,,,,,
180,güç,n,power,Bahlangıçta güçleri denkti.,"At the beginning, their powers were equal.",42765,0.93,adj,difficult,,Park yeri bulmak çok güç. —   It is very •  Park yeri bulmak çok güç. —   It is very difficult to find a parking space.,,,,
181,art,v,"to increase, to remain",gllegal ihsizler arttı.,The number of illegal jobless people has increased.,45898,0.87,n,"back, behind",Gizi çözmek için üç arkadahın ardına   Gizi çözmek için üç arkadahın ardına dühüyorlar.,"In order to solve the mystery, they followed behind the three friends.",,,,
182,ses,n,"sound, noise, voice",Hızla hareket eden bütün heyler bir ses çıkarır.,All fast-moving objects produce sound.,45318,0.88,,,,,,,,
183,küçük,adj,"small, little",Böcekler küçük memeliler ve reptillerle beslenir.,The insects feed on small mammals and reptiles.,41667,0.95,,,,,,,,
184,bazı,det,some,Bugün bile bazı topluluklar öpühmekten kaçınmaktadır.,"Even today, some societies eschew kissing.",41942,0.94,,,,,,,,
185,tüm,det,all,Tüm gökcisimleri Dünya’nın etrafında döner.,All stellar bodies revolve around the sun.,41022,0.95,,,,,,,,
186,açık,adj,"open, clear",Yemekler açık havada inha edilen mutfakta yeniyordu.,Meals were eaten in an open-air kitchen.,40784,0.95,,,,,,,,
187,toplum,n,society,glkel dühüncede toplum ve doja bir ya da karıhıktı.,"In primitive thought, society and nature were one and the same or intertwined.",44339,0.88,,,,,,,,
188,zor,adj,"hard, difficult","kimdi, daha zor durumlara göz atalım.","Now, let’s look at even harder situations.",39801,0.97,,,,,,,,
189,sıra,n,"row, line, desk",Otomobiller de onların arkasında sıra sıra.,The cars behind them are all in rows.,39754,0.96,,,,,,,,
190,olay,n,"event, occurrence",Bu olay bugüne özgü yeni bir durum dejil.,This event is not new and specific to present times.,40594,0.94,,,,,,,,
191,ay,n,"moon, month",Yavru kaplumbajaların denize ulahmasında ay ıhıjının rolü çok büyük.,Moonlight is of utmost importance for sea turtle babies to reach the sea.,40982,0.93,,,,,,,,
192,hemen,adv,"right now, immediately",Çocujun hemen ameliyat olması gerekiyor.,The child should be taken to have an operation immediately.,40017,0.95,,,,,,,,
193,grup,n,group,Dijer çehitler bu iki grup arasında yer almıhtır.,The other types are in between these two groups.,41494,0.91,,,,,,,,
194,belir,v,to appear,Yüzünde tatlı bir tebessüm belirdi.,A sweet smile appeared on her face.,42709,0.88,,,,,,,,
195,uzun,adj,long,Hızlı büyür uzun ömürlüdür.,It grows fast and lives long.,39340,0.96,,,,,,,,
196,sorun,n,"problem, matter, issue",Oysa asıl sorun nitelikli yabancı dil öjretimi sorunudur.,The fundamental problem is providing a qualified foreign language education.,40143,0.93,,,,,,,,
197,öl,v,to die,Ancak zengin olamadan öldü.,"However, he died before becoming rich.",40341,0.92,,,,,,,,
198,biraz,det,"a little, some",ghte bizim yaptıjımız da biraz buna benziyor.,"Here it is, what we have done looks a bit like this.",40594,0.91,,,,,,,,
199,kitap,n,book,Evin kitap bulunmayan odası yok.,"In the house, there are no rooms without books.",40233,0.92,,,,,,,,
200,eski,adj,"old, former",Bina eski heklini tamamen kaybetmihtir.,The building has completely lost its former shape.,38548,0.95,n,to become old,On yıllardır kurumları ve kuralları eskimih   On yıllardır kurumları ve kuralları eskimih bir yapıyı inatla sürdürüyoruz.,We insist on prolonging a structure whose institutes and rules have become outdated.,,,,
201,ejitim,n,education,Ejitim basit deneyimlere dayandırılmalıdır.,Education should be based on basic experiences.,42949,0.85,,,,,,,,
202,kazan,v,to win,Onunla sadece savahtı ve bu savahı kazandı.,He only fought with him and won this war.,38723,0.94,n,caldron,,Çamahır kazanı fokurduyor. —   The laundry •  Çamahır kazanı fokurduyor. —   The laundry caldron is bubbling.,,,,
203,saat,n,"hour, watch",Birkaç saat sonra karanlık çöktü ve biz yönümüzü kaybettik.,"A few hours later, darkness fell and we got lost.",38658,0.94,,,,,,,,
204,ayır,v,to separate,Takım arkadahları ikiliyi ayırdı.,Their teammates separated the two of them.,37384,0.97,,,,,,,,
205,otur,v,to sit,"“ Rahat otur, istirahatine bak” dedi ve çekip gitti.","He said, “Sit comfortably and relax,” and then went away.",40009,0.90,,,,,,,,
205,otur,v,to sit,"“ Rahat otur, istirahatine bak” dedi ve çekip gitti.","He said, “Sit comfortably and relax,” and then went away.",40009,0.90,,,,,,,,
206,tam,det,"exact, full, complete",gkinci oyuncu da desteyi tam ortadan ikiye bölemez.,The second player also could not split the deck of cards exactly in the middle.,37215,0.97,,,,,,,,
207,hareket,n,"movement, motion","Ortak özellikleri, hareket organlarımız olan kasları zayıf dühürmeleri.",Their common effect is to reduce the power of muscles that are our organs of movement.,38979,0.92,,,,,,,,
208,halk,n,"people, nation",Güçlerini halktan alıyorlar.,They take power from the people.,39175,0.91,,,,,,,,
209,tahı,v,to carry,Ustalardan biri yaralı genci sırtına alarak içeri tahıdı.,One of the masters carried the wounded young boy inside.,37327,0.96,,,,,,,,
210,anlam,n,"meaning, sense",Anlam tahıyan ifadelerin bahında önermeler gelir.,The propositions express meaning.,38467,0.93,,,,,,,,
211,yük,n,"load, burden",Küçücük bir yük bile robotların bütün denge sistemlerini bozmaya yetebiliyor.,Even the slightest load is enough to disturb the entire balancing systems of robots.,39940,0.89,,,,,,,,
212,birbiri,pron,each other,"Akrabalar, çocuklar birbiri ile konuhabilmeli.","They are relatives, so the kids should be able to talk to each other.",36935,0.95,,,,,,,,
213,dejer,n,"value, worth",Bu dejer Türkiye’nin ortalaması olarak da kabul edilebilir.,This value could be taken as the mean value for Turkey.,39541,0.89,,,,,,,,
214,say,v,to count,Yelda gözleriyle çocukları saydı.,Yelda counted the kids with her eyes.,38594,0.91,,,,,,,,
215,bit,v,"to finish, to end","Aynı yıl, Kore savahı bitti ve Kuzey Kore sınırları oluhtu.","The same year, the Korean war ended and the borders of North Korea emerged.",37928,0.93,,,,,,,,
216,nere,n,where,gki sene öncesine kadar Almaata’nın nere oldujunu sorsak Türkiye’de kaç kihi bilirdi?,"Until two years ago, how many people in Turkey would even know where Almaata is, if they were asked?",37926,0.91,,,,,,,,
217,yaham,n,life,Toprak bizim en önemli yaham destek sistemimizdir.,Soil is the most important life support of our system.,37538,0.92,,,,,,,,
218,açıkla,v,"to explain, to disclose","O akham Yücel, sorguya katılan dedektiflere yöntemini açıkladı.",That night Yücel explained his method to detectives leading the interrogation.,38361,0.90,,,,,,,,
219,hiçbir,det,"none, no",Dolayısıyla hiçbir öpücük göründüjü kadar masum dejildir.,"Thus, no kiss is as innocent as it seems.",36608,0.94,,,,,,,,
220,yapı,n,"building, structure",Bu kubbeli yapı Hıristiyanlara ait bir hapelmih.,This dome-shaped building was once a Christian chapel.,38742,0.89,,,,,,,,
221,yah,n,age,Ortodontik tedavilerde yah sınırı var mıdır?,Is there any age limit in orthodontic treatment?,36511,0.94,,,,,,,,
222,kabul,n,acceptance,Ve halkın kabulü nükleer endüstrinin en önem verdiji konu.,And the people’s acceptance is what is valued most by the nuclear industry.,36669,0.93,,,,,,,,
223,az,det,"few, a little",Çok az insan %100 memnun veya %100 memnun dejildir.,Very few people are either 100% happy or 100% unhappy.,35260,0.96,,,,,,,,
224,farklı,adj,different,Günümüzde farklı metotlar uygulanmaktadır.,"Today, different methods are applied.",36375,0.93,,,,,,,,
225,geri,n,back,Yitirdijimiz anahtarları geri getirdiler.,They have brought back our lost keys.,34981,0.96,,,,,,,,
226,devam,n,continuation,Sistemin devamı onun çıkarlarının da karhılanması anlamına gelir.,The continuation of the system means that its interests are also met.,34903,0.96,,,,,,,,
227,bölge,n,region,Kurak bölge toprakları kalsiyumca zengindir.,Soils in arid regions are rich in calcium.,37657,0.89,,,,,,,,
228,aile,n,family,Sofrada bütün aile efradı oturur.,All members of the family sit at the table.,36102,0.92,,,,,,,,
229,karhıla,v,to meet,Paris’te büyükelçimiz kendisini karhılar.,Our ambassador meets him in Paris.,35208,0.94,,,,,,,,
230,genç,adj,young,Tartıhma büyüdü ve iki genç birbirini düelloya davet etti.,The argument grew and the two young men challenged each other to a duel.,35173,0.93,,,,,,,,
231,biçim,n,"form, shape","Öz ve biçim bu bütünün ancak birer parçalarıdır, yani onun oluhmasını sajlayan ögelerdir.","Substance and form are simply parts of the whole, in other words, they are the components of which it is composed.",35905,0.91,,,,,,,,
232,sayı,n,number,kimdi her kareye bir sayı koyacajız.,Now we will put a number in each box.,36188,0.90,,,,,,,,
233,okul,n,school,Gelenek yeni yazarlar yetihtiren bir okul olmalıdır.,The tradition should be a school that recruits new writers.,35294,0.92,,,,,,,,
234,herkes,pron,"everybody, everyone",Herkes görühlerini açıklama hansına sahip olmalıdır.,Everybody should be given a chance to express their views.,34250,0.93,,,,,,,,
234,herkes,pron,"everybody, everyone",Herkes görühlerini açıklama hansına sahip olmalıdır.,Everybody should be given a chance to express their views.,34250,0.93,,,,,,,,
235,kat,v,to add,Ve bunları yahamak hayatıma zenginlik kattı.,And experiencing all these added richness to my life.,34005,0.94,n,floor,,Asansör üçüncü katta durdu. —   The elevator •  Asansör üçüncü katta durdu. —   The elevator stopped at the third floor.,,,,
236,yüksek,adj,high,Oysa buharlahma miktarının bu alçak mıntıkalarda yüksek olduju bir gerçektir.,"However, it is a fact that evaporation levels are high in these lowlands.",35772,0.89,,,,,,,,
237,gece,n,night,Bir gece bir bara gider.,One night he walks into a bar.,35688,0.89,,,,,,,,
238,kes,v,to cut,Gerek kalmadıjında “bajlantıyı kes” seçenejini de aktif hale getirebilirsiniz.,"When not required, you may also activate the option “cut the connection.”",33005,0.95,,,,,,,,
239,gül,v,to laugh,"Hem ajladı, hem güldü.",He both cried and laughed.,36913,0.85,n,rose,,"Bu yaz güller pek güzel açtı. —   This •  Bu yaz güller pek güzel açtı. —   This summer, the roses blossomed beautifully.",,,,
240,açı,n,angle,"Çünkü genih açı, detaylardaki hataları gizler.",Because a wide angle covers the mistakes in detail.,34671,0.91,,,,,,,,
241,amaç,n,"aim, goal, purpose","Altyapı yatırımlarının yapılmasında asıl amaç, dijer yatırımların gerçeklehtirilmesini sajlamaktır.",The main goal in infrastructure investments is to bring in other investment.,35255,0.89,,,,,,,,
242,belki,adv,"perhaps, maybe",Çoju insan günehi bu kadar özledijini belki de ilk defa fark ediyor.,"Many people, perhaps for the first time, realized how much they missed the sun.",34208,0.91,,,,,,,,
243,temel,n,foundation,"Ejer sıj temel artık güvenilir ve yeterli çözüm dejil ise, derin temel çözümüne gidilmelidir.","If a shallow foundation is not a reliable and sufficient solution, then a deeper foundation should be the answer.",35133,0.89,,,,,,,,
244,gerçekleh,v,"to materialize, to happen",Her hey dünyanın gözleri önünde gerçeklehti.,Everything happened in front of the eyes of the whole world.,35039,0.89,,,,,,,,
245,ulah,v,to reach,Bir furya olarak bahlayan özel radyoların sayısı gstanbul’da 350’ye ulahtı.,"Starting as a new trend, the number of private radio stations has reached 350 in gstanbul.",33278,0.94,,,,,,,,
246,hep,adv,always,Hava hep ajır.,The air is always heavy.,34111,0.91,,,,,,,,
247,ihle,v,"to commit, to work","Bir noktaya kadar bu sistem ihledi, ama orada tıkandı.","Up to a certain point, this system worked but then it stopped.",36014,0.86,,,,,,,,
248,ifade,n,"expression, testimony",Acı gerçekle karhılahmıh gibi bir ifade var yüzünde.,There is an expression on his face as if he has faced the bitter truth.,33605,0.92,,,,,,,,
249,çevre,n,"environs, surroundings",Kent ve çevresini ihgal eder gngilizler.,The British invaded the city and its environs.,32374,0.95,,,,,,,,
250,yak,v,"to ignite, to light","Koridorda davanın bahlamasını beklerken, bir sigara yaktı.","While waiting in the corridor for the court to begin, he lit up a cigarette.",31739,0.97,,,,,,,,
251,evet,n,yes,Kafkaslar’da ihbirlijine evet.,"Yes, to cooperation in the Caucasus.",37896,0.81,,,,,,,,
252,özel,adj,"special, personal, private",Ancak çok özel bitkiler ve hayvanlar buraları yurt edinmihlerdir.,Only very special plants and animals inhabited this place.,33290,0.91,,,,,,,,
253,dil,n,"language, tongue",Aklı bahında hiç kimse yabancı dil öjrenilmesine karhı çıkmıyor.,Nobody in his right mind objects to learning a foreign language.,33455,0.91,,,,,,,,
254,içeri,n,inside,"Dileyen içeri girip gezebiliyor, malları inceleyebiliyordu.",Anyone who wished to visit could go inside and inspect the goods.,31515,0.96,,,,,,,,
255,tür,n,"kind, type",Ejitimde bu tür oyunlara ve bilmecelere önem vermeli midir?,Should we consider such kinds of games and riddles in education significant?,33620,0.90,,,,,,,,
256,yürü,v,to walk,gndikten sonra yine yavahça eve yürü.,"After you get off, walk home slowly.",31756,0.95,,,,,,,,
257,özellikle,adv,especially,Özellikle gıda sanayii atıklarının arıtılmasında bu yola bahvurulur.,This method is employed especially in disposal of waste from the food industry.,32426,0.93,,,,,,,,
258,erkek,n,"man, male",Bu kamaları her erkek özel bir kemerle göbejinin üstünde tahımaktadır.,Every man carries a dagger in a belt over his belly.,33238,0.90,,,,,,,,
259,pek,adv,quite,Pek çok insan bu ilacı ay içinde bir iki kez alıyor.,Many people take this pill once or twice a month.,32093,0.93,,,,,,,,
259,pek,adv,quite,Pek çok insan bu ilacı ay içinde bir iki kez alıyor.,Many people take this pill once or twice a month.,32093,0.93,,,,,,,,
261,kim,pron,who,Peki bu insanlara kim bakacak?,Then who will take care of these people?,32223,0.92,,,,,,,,
262,süreç,n,process,Sonuçta söz konusu süreç kimyasal yapıyı dejihime ujratmaktadır.,"In the end, the process in question causes a change in the chemical structure.",33300,0.89,,,,,,,,
263,kalk,v,to stand up,"Gitmeliyiz, çabuk kalk.","We should go, stand up quickly.",31301,0.94,,,,,,,,
264,kimse,pron,"someone, no one",Bunun nedenini kimse bilmiyor.,No one knows the reason for this.,31604,0.92,,,,,,,,
265,öjren,v,to learn,"Gülmeyi öjren önce, neheli ol!","Learn how to smile first, be joyous!",31158,0.94,,,,,,,,
266,kapı,n,door,Kapı yukarıdan ahajıya dojru çekilerek kapanıyor.,The door is closed by pulling it down from top to bottom.,33446,0.87,,,,,,,,
267,nokta,n,point,Bir dijer nokta da gözlemlerin homojen bir veri olup olmadıjıdır.,Another point is whether the observations are homogeneous data or not.,30399,0.94,,,,,,,,
