id;word_id;question_type;text;option_1;option_2;option_3;option_4;correct_answer;note
1194;1194;1;"How do you say ""gas"" in Turkish ?";çaz;kaz;gaz;ğaz;3;
1195;1195;1;"How do you say ""to warn, to stimulate"" in Turkish ?";sutunmak;çelmek;uyarmak;uyunmak;3;
1196;1196;1;"How do you say ""prohibition, ban"" in Turkish ?";eğmek;egmek;yasak;tenik;3;
1197;1197;1;"How do you say ""to lean, to bend"" in Turkish ?";eğmek;egmek;ermek;enmek;1;
1198;1198;1;"How do you say ""announcement, advertisement"" in Turkish ?";falan;belan;çiğen;ilan;4;
1199;1199;1;"How do you say ""content"" in Turkish ?";içerik;berne;mutsuz;berekli;1;
1200;1200;1;"How do you say ""team, crew"" in Turkish ?";koç;oynucu;hakem;ekip;4;
1201;1201;1;"Which of the following words means ""earthquake"" in Turkish ?";kener;deprek;fırtına;deprem;4;
1202;1202;1;"How do you say ""note, grade"" in Turkish ?";knot;not;aleta;kiz;2;
1203;1203;1;"How do you say ""wish, desire, longing"" in Turkish ?";belme;arzu;zarnu;çezne;2;
1204;1204;1;"How do you say ""formation, constitution"" in Turkish ?";olusum;oluşum;fırtına;birine;2;
1205;1205;1;"How do you say ""size, greatness"" in Turkish ?";boylsu;büyüklük;tenel;genel;2;
1206;1206;1;"How do you say ""to line up, to arrange"" in Turkish ?";siralamak;tiralamak;sıralamak;tıralamak;3;
1207;1207;1;"How do you say ""herd, flock"" in Turkish ?";turü;süru;sürü;çürü;3;
1208;1208;1;"How do you say ""to drag along"" in Turkish ?";gurmek;gürümek;sürümek;surmek;3;
1209;1209;1;"How do you say ""to blow"" in Turkish ?";şeşmek;çeşmek;eçmek;esmek;4;
1210;1210;1;"How do you say ""nuclear"" in Turkish ?";nukleer;nükler;pükler;nükleer;4;
1211;1211;1;"How would you translate ""half"" in Turkish ?";yerim;yarim;yarın;yarım;4;
1212;1212;1;"How do you say ""armchair"" in Turkish ?";şolktuk;çolktuk;kolktuk;koltuk;4;
1213;1213;1;"How do you say ""regime, diet"" in Turkish ?";rejim;rejam;dyett;calmaz;1;
1214;1214;1;"How do you say ""threat, menace"" in Turkish ?";sedit;tedit;tehdit;meldit;3;
1215;1215;1;"How do you say ""blue"" in Turkish ?";pembe;sarı;mavi;kırmızı;3;
1216;1216;1;"How do you say ""equal"" in Turkish ?";kibap;nekar;çaşır;eşit;4;
1217;1217;1;"How do you say ""commission, committee"" in Turkish ?";topral;telaz;kamyn;komisyon;4;
1218;1218;1;"What is the Turkish word for ""representative, delegate"" ?";salak;belek;semden;temsilci;4;
1219;1219;1;"How would you translate ""favorite"" ?";dudakde;gözde;başte;elde;2;
1220;1220;1;"What is the Turkish word for ""petrol, oil"" ?";sek;petrol;ikly;yl;2;
1221;1221;1;"What is the Turkish word for ""to exhibit, to display, to show"" ?";melkemek;sengemek;sergilemek;gilenmek;3;
1222;1222;1;"What is the Turkish word for ""to dry, to get dry"" ?";sarmak;gürmek;kurumak;gurmak;3;
1223;1223;1;"What is the Turkish word for ""dry, dried"" ?";suru;kuru;duru;muru;2;
1224;1224;1;"What is the Turkish word for ""nation"" ?";sulus;çulus;ulus;mulus;3;
1225;1225;1;"How would you translate ""childhood"" ?";tepez;tekli;çocukluk;serez;3;
1226;1226;1;"What is the Turkish word for ""villager, peasant"" ?";köylü;şehirli;kırsalli;dağ;1;
1227;1227;1;"What is the Turkish word for ""religious festival, national holiday"" ?";öğün;bayram;temsil;oyun;2;
1228;1228;1;"What is the Turkish word for ""healthy"" ?";saglam;değersiz;kıymetsiz;sağlıklı;4;
1229;1229;1;"What is the Turkish word for ""iron"" ?";denir;tenir;senir;demir;4;
1230;1230;1;"What is the Turkish word for ""justification, ground"" ?";gerekce;serekce;serekçe;gerekçe;4;
1231;1231;1;"How would you translate ""preparation"" ?";hazırnalık;haçırlık;hazırlık;hatırlık;3;
1232;1232;1;"What is the Turkish word for ""until, till"" ?";pek;sek;dek;tek;3;
1233;1233;1;"What is the Turkish word for ""form, manner"" ?";süret;puret;suret;püret;3;
1234;1234;1;"What is the Turkish verb for ""to smash up, to tear"" ?";sarçalamak;parçalamak;tarçalamak;şarçalamak;2;
1235;1235;1;"What is the Turkish word for ""bounded, limited"" ?";pınırlı;sinirli;pinirli;sınırlı;4;
1236;1236;1;"What is the Turkish word for ""number"" ?";numar;number;numara;şifire;3;
1237;1237;1;"What is the Turkish word for ""interest"" ?";tain;faiz;faz;fes;2;
1238;1238;1;"What is the Turkish word for ""expectation, anticipation"" ?";katılım;beklenti;seklenti;iştirak;2;
1239;1239;1;"What is the Turkish word for ""birth"" ?";taiz;doğum;dogum;boğum;2;
1240;1240;1;"What is the Turkish word for ""traditional"" ?";geleneksel;sengensel;geleneksil;tensensel;1;
1241;1241;1;"What is the Turkish word for ""definitely, certainly, absolutely"" ?";kesinlikle;ancak;tayıf;hani;1;
1242;1242;1;"What is the Turkish word for ""factory, plant"" ?";şirket;firma;iş;fabrika;4;
1243;1243;1;"What is the Turkish word for ""connection"" ?";palantı;şerneti;selenet;bağlantı;4;
1244;1244;1;"What is the Turkish word for ""bus"" ?";otobüs;autocar;bus;araba;1;
1245;1245;1;"What is the Turkish word for ""possibility, opportunity"" ?";imkan;inkan;ilkan;sirkeb;1;
1246;1246;1;"What is the Turkish word for ""castle, goalpost"" ?";kale;sarayı;hişar;mutfak;1;
1247;1247;1;"What is the Turkish word for ""quiet, silent"" ?";sesli;sessiz;kokulu;kokusuz;2;
1248;1248;1;"What is the Turkish word for ""character"" ?";karaktar;karakter;çaraçter;karıktar;2;
1249;1249;1;"What is the Turkish word for ""card"" ?";kırt;cart;kartte;kart;4;
1250;1250;1;"How would you translate for ""radio"" ?";redio;radyau;radio;radyo;4;
1251;1251;1;"What is the Turkish word for ""heat, warmth"" ?";soğukluk;ambiyantlık;buzluk;sıcaklık;4;
1252;1252;1;"What is the Turkish word for ""root, origin"" ?";varış;orta;aile;kök;4;
1253;1253;1;"How would you translate ""export"" ?";ihracat;ihticat;imticat;iriticat;1;
1254;1254;1;"What is the Turkish verb for ""to fit into"" ?";sığmak;sırmak;sarmak;sağmak;1;
1255;1255;1;"What is the Turkish word for ""shallow"" ?";sır;mağ;sığ;mar;3;
1256;1256;1;"What is the Turkish word for ""local, native"" ?";serli;merli;yerli;terli;3;
1257;1257;1;"What is the Turkish word for ""yellow, blond, pale"" ?";sarı;bej;beyaz;portakal;1;
1258;1258;1;"What is the Turkish word for ""active, effective"" ?";etkin;akıllı;zeki;canlı;1;
1259;1259;1;"What is the Turkish verb for ""to warm, to heat up"" ?";asanmak;peşermek;telmek;ısınmak;4;
1260;1260;1;"What is the Turkish word for ""uncomfortable, uneasy"" ?";rahatlız;setermek;mertsiz;rahatsız;4;
1261;1261;1;"What is the Turkish word for ""mosque"" ?";kilise;havra;hira;cami;4;
1262;1262;1;"What is the Turkish word for ""mediation"" ?";betenlik;çevrelen;uyarlama;aracılık;4;
1263;1263;1;"How would you translate ""ground, floor"" ?";tavan;katt;zemin;duvar;3;
1264;1264;1;"What is the Turkish word for ""personal"" ?";kişisel;kisisel;kışısal;kısısal;1;
1265;1265;1;"What is the Turkish word for ""May"" ?";aralık;hazıran;mayıs;kasım;3;
1266;1266;1;"What is the Turkish word for ""conversation, chat"" ?";söz;tez;sohbet;cümle;3;
1267;1267;1;"What is the Turkish word for ""strategy"" ?";strateji;hesap;öngörüş;gelecek;1;
1268;1268;1;"What is the Turkish word for ""ton"" ?";ton;bret;sılrı;menaca;1;
1269;1269;1;"What is the Turkish word for ""district, country"" ?";köy;ilçe;ulke;bölüm;2;
1270;1270;1;"What is the Turkish word for ""to remember, to recall"" ?";unutmak;anımsamak;tekrarlamak;sertemek;2;
1271;1271;1;"What is the Turkish word for ""association, society"" ?";belan;okula;dernek;sentek;3;
1272;1272;1;"What is the Turkish word for ""step"" ?";lenp;ayak;parmalat;adım;4;
1273;1273;1;"How would you translate ""monthly, salary"" ?";haftalık;yıllık;aylık;senelik;3;
1274;1274;1;"What is the Turkish word for ""pity, shame"" ?";nenzik;yizık;yazık;memzik;3;
1275;1275;1;"What is the Turkish word for ""breath"" ?";nefret;nefes;fenes;menes;2;
1276;1276;1;"What is the Turkish word for ""fiscal, financial"" ?";teli;senli;amacak;mali;4;
1277;1277;1;"What is the Turkish word for ""to contain, to cover"" ?";kapsamak;sertemek;lintemek;karsamak;1;
1278;1278;1;"What is the Turkish word for ""inscribed, written, registered"" ?";yaşılı;mentili;mantılı;yazılı;4;
1279;1279;1;"What is the Turkish word for ""(paternal) uncle"" ?";ağabey;abla;teyze;amca;4;
1280;1280;1;"What is the Turkish word for ""bride, daughter-in-law"" ?";kız;gelin;kardeş;pıpıç;2;
1281;1281;1;"What is the Turkish word for ""personnel, staff"" ?";personel;personal;pırsonal;pirsonal;1;
1282;1282;1;"What is the Turkish word for ""service"" ?";servis;servise;servic;serviç;1;
1283;1283;1;"What is the Turkish word for ""probably, likely"" ?";galiba;ancak;nadir;hephalde;1;
1284;1284;1;"What is the Turkish word for ""show, performance"" ?";egzersiz;idam;gösteri;getirme;3;
1285;1285;1;"What is the Turkish word for ""to criticize"" ?";eleştirmek;leştirmek;eştirmek;elestirmek;1;
1286;1286;1;"What is the Turkish word for ""holiday, vacation, rest"" ?";gayret;tatil;efor;çaba;2;
1287;1287;1;"What is the Turkish word for ""leg"" ?";bacak;dirsek;parmalat;parma;1;
1288;1288;1;"What is the Turkish word for ""faculty"" ?";fakülte;üniversitet;fac;buyük okula;1;
1289;1289;1;"What is the Turkish word for ""weak, thin"" ?";kilolu;geniş;genis;zayıf;4;
1290;1290;1;"How would you translate ""consumption"" ?";serseğim;tütekim;tüketim;terseğim;3;
1291;1291;1;"What is the Turkish word for ""tranquility, peace"" ?";tuzur;cüzür;nesne;huzur;4;
1292;1292;1;"How would you translate ""cat"" ?";keçi;teke;kedi;inek;3;
1293;1293;1;"What is the Turkish word for ""hero, heroine"" ?";karkaman;yaralı;kahraman;kazazede;3;
1294;1294;1;"What is the Turkish word for ""to freeze"" ?";urtmak;gönmek;donmak;ertmek;3;
1295;1295;1;"What is the Turkish word for ""pants, frost"" ?";don;son;lon;con;1;
1296;1296;1;"What is the Turkish word for ""match"" ?";maç;rekabet;sporcu;oyuncu;1;
1297;1297;1;"What is the Turkish word for ""hoop, circle, ring"" ?";dörtgen;çizgi;halka;bilme;3;
1298;1298;1;"What is the Turkish word for ""publication, broadcast"" ?";teze;yayın;yazı;memkel;2;
1299;1299;1;"What is the word for ""context"" ?";sedebiyat;bağlam;pelmel;sağlam;2;
1300;1300;1;"What is the Turkish word for ""digit, numeral"" ?";harf;ifade;rakam;anlatım;3;
1301;1301;1;"What is the Turkish word for ""generation"" ?";keşak;şekak;kuşak;penmen;3;
1302;1302;1;"What is the Turkish word for ""theory"" ?";prova;idman;uygulama;teori;4;
1303;1303;1;"What is the Turkish word for ""staff, employee"" ?";eleman;kisi;destekçi;destekçi;1;
1304;1304;1;"What is the Turkish word for ""to hang, to suspend"" ?";armak;teslenmek;asmak;pemek;3;
1305;1305;1;"What is the Turkish word for ""staff, personnel, group"" ?";bireylik;kisi;kadro; ferdiyet;3;
1306;1306;1;"What is the Turkish word for ""to call out, to address"" ?";telenmek;seslenmek;alanmak;selenmek;2;
1307;1307;1;"What is the Turkish word for ""period, session, circuit"" ?";çevre;devre;aylık;denvre;2;
1308;1308;1;"What is the Turkish word for ""based on/upon"" ?";şayalı;sayalı;dayalı;tayalı;3;
1309;1309;1;"What is the Turkish word for ""president"" ?";hupbaşkanı;nazır;bakan;cumhurbaşkanı;4;
1310;1310;1;"What is the Turkish word for ""to comprehend, to grasp"" ?";çavramak;çavranmak;kavramak;lavramak;3;
1311;1311;1;"Which one of these words means ""current, trend"" ?";azım;asım;akım;açım;3;
1312;1312;1;"What is the Turkish word for ""experience"" ?";deneyim;senetim;letim;doneçim;1;
1313;1313;1;"What is the Turkish word for ""public opinion"" ?";samuoyu;kamuoyu;deyim;gösterge;2;
1314;1314;1;"What is the Turkish word for ""sky"" ?";bulut;sis;gök;yer;3;
1315;1315;1;"What is the Turkish word for ""signature"" ?";hamza;imza;paraf;baştaki;2;
1316;1316;1;"What is the Turkish word for ""to get strong"" ?";güçsüzlenmek;halsizlenmek;güçlenmek;korkaklanmak;3;
1317;1317;1;"How do you translate ""bottom, base"" ?";dıp;dır;dıs;dip;4;
1318;1318;1;"What is the Turkish word for ""discourse"" ?";poylen;soylen;söylem;tenel;3;
1319;1319;1;"What is the Turkish word for ""identical, same, just like"" ?";mankı;tıpkı;sılkı;tırkı;2;
1320;1320;1;"What is the Turkish word for ""because"" ?";zira;cunkü;ancak;yer;1;
1321;1321;1;"What is the Turkish word for ""king"" ?";palyaço;kral;sinme;kraliçe;2;
1322;1322;1;"What is the Turkish word for ""so and so, or some"" ?";pilan;filan;falam;palan;2;
1323;1323;1;"Only one of the following verbs mean ""to beat"", which one is it ?";dövmek;donmek;dovmek;dönmek;1;
1324;1324;1;"What is the Turkish word for ""flavor, taste"" ?";tat;pat;sat;rat;1;
1325;1325;1;"What is the Turkish word for ""to taste"" ?";papmak;sartmak;permek;tatmak;4;
1326;1326;1;"What is the Turkish word for ""building complex, site"" ?";syt;site;pite;sit;2;
1327;1327;1;"What is the Turkish word for ""why?, what for?"" ?";neden;nere;kim;niçin;4;
1328;1328;1;"What is the Turkish word for ""palace"" ?";saray;kale;kilise;şato;1;
1329;1329;1;"What is the Turkish word for ""pleasure, delight"" ?";zevk;can sıkıntısı;eglence;hayret;1;
1330;1330;1;"What is the Turkish word for ""to direct toward"" ?";yönlenmek;dönlemek;sirlenmek;penlemel;1;
1331;1331;1;"What is the Turkish word for ""insane, crazy, mad"" ?";kibar;akıllı;bilge;deli;4;
1332;1332;1;"What is the Turkish word for ""contemporary"" ?";çağdaş;eski;neski;seli;1;
1333;1333;1;"What is the Turkish word for ""prize, reward"" ?";odul;medel;nedel;ödül;4;
1334;1334;1;"What is the Turkish word for ""to collapse"" ?";çokmak;zermek;çağımak;çökmek;4;
1335;1335;1;"What is the Turkish word for ""mechanism"" ?";mekanizma;makenizme;mekenizme;makanızma;1;
1336;1336;1;"Which ones of these words means ""dead"" ?";ölü;olu;yaşayan;sağ;1;
1337;1337;1;"What is the Turkish word for ""strange, unusual"" ?";bilge;garip;olağan;abnormal;2;
1338;1338;1;"What is the Turkish word for ""saying, poem"" ?";parça;ileti;deyiş;bölüm;3;
1339;1339;1;"What is the Turkish word for ""next, following"" ?";önceki;selteki;evvelki;ertesi;4;
1340;1340;1;"What is the Turkish word for ""clear, sharp"" ?";amdet;set;ret;net;4;
1341;1341;1;"What is the Turkish word for ""noon"" ?";gece;sabah;öğle;akşam;3;
1342;1342;1;"Wha is ""to sign"" in Turkish ?";imzalamak;inzalamak;binlenmek;permelemek;1;
1343;1343;1;"What is the Turkish word for ""encouragement, motivation"" ?";teşvik;lesvik;nervik;tesvik;1;
1344;1344;1;"What is the Turkish word for ""intention, purpose"" ?";poter;poylan;niyet;sirticen;3;
1345;1345;1;"What is the Turkish word for ""to refuse, to decline"" ?";delemek;refumek;belemek;reddetmek;4;
1346;1346;1;"What is the Turkish word for ""thing, object"" ?";tesne;nesne;pesne;resne;2;
1347;1347;1;"What is the Turkish word for ""to cover, to hide, to shut"" ?";ertmek;ortmek;örtmek;utmek;3;
1348;1348;1;"What is the Turkish word for ""to measure, to evaluate"" ?";ölçmek;ölzmek;ölmek;olmek;1;
1349;1349;1;"How do you translate ""secret, mystery"" in Turkish ?";sır;rivayat;alete;şıır;1;
1350;1350;1;"What is the Turkish word for ""advertisement"" ?";tenitim;reklam;ilen;reclama;2;
1351;1351;1;"What is the Turkish word for ""operation, surgery"" ?";operasion;oparasyon;operasyon;opırasyon;3;
1352;1352;1;"What is the Turkish word for ""March"" ?";mart;mayıs;hazıran;aralık;1;
1353;1353;1;"What is the Turkish word for ""potential"" ?";olaçılık;istikbal;potansiyel;müstakbel;3;
1354;1354;1;"What is the Turkish word for ""some"" ?";zirtakım;çirtakım;birtakım;sirtakım;3;
1355;1355;1;"What is the Turkish word for ""quickly"" ?";yavaş;çabuk;taz;kısa;2;
1356;1356;1;"What is the Turkish word for ""package, parcel"" ?";sandik;loka;paket;kütü;3;
1357;1357;1;"What is the Turkish word for ""field, area, region"" ?";bolge;alan;saha;mıntıka;3;
1358;1358;1;"What is the Turkish word for ""mind, intellect"" ?";sikin;zihin;çihin;tihin;2;
1359;1359;1;"What is the Turkish word for ""as if"" ?";amele;adeta;adela;sedele;2;
1360;1360;1;"What is the Turkish word for ""commander"" ?";kaptam;komutan;rais;sef;2;
1361;1361;1;"What is the Turkish word for ""hit"" ?";darbe;parbe;sarbe;marbe;1;
1362;1362;1;"What is the Turkish word for ""bear"" ?";arı;kurt;fare;ayı;4;
1363;1363;1;"What is the Turkish word for ""sowing, planting, October"" ?";ekim;kasım;sulama;hasat;1;
1364;1364;1;"What is the Turkish word for ""fruit"" ?";sebze;çeşni;baharat;meyve;4;
1365;1365;1;"What is the Turkish word for ""wing"" ?";kanat;kalça;kol;kafa;1;
1366;1366;1;"What is the Turkish word for ""probability"" ?";olamılık;çolasılık;dolasılık;olasılık;4;
1367;1367;1;"What is the Turkish word for ""neighborhood, vicinity"" ?";civar;cıvar;civer;civere;1;
1368;1368;1;"What is the Turkish word for ""tourism"" ?";nezaket;misafirperverlik;turizm;eliaçıklık;3;
1369;1369;1;"What is the Turkish word for ""to undertake"" ?";ustlemek;üstlemek;üstmek;üstlenmek;4;
1370;1370;1;"What is the Turkish word for ""lip"" ?";saç;kulak;dudak;alın;3;
1371;1371;1;"What is the Turkish word for ""milk"" ?";su;suy;sup;süt;4;
1372;1372;1;"What is the Turkish word for ""to race, to compete"" ?";yarışmak;yarmak;yarıtmak;yarınmak;1;
1373;1373;1;"What is the Turkish word for ""race, competition"" ?";zor iş;yarış;tesvik;daret;2;
1374;1374;1;"What is the Turkish word for ""logic, reason, sense"" ?";aptalca;mantık;müphem;aptal;2;
1375;1375;1;"Translate ""graduate"" in Turkish ?";mezun;lezun;selmem;takın;1;
1376;1376;1;"What is the Turkish word for ""terror"" ?";barış;sükunet;terör;huzur;3;
1377;1377;1;"What is the Turkish verb for ""to congratulate, to celebrate"" ?";kurtamak;senlemek;kutlamak;tenmek;3;
1378;1378;1;"What is the Turkish verb for ""to rest, to relax"" ?";dinlenmek;denlenmek;dunlumak;senmek;1;
1379;1379;1;"What is the Turkish word for ""probability, possibility"" ?";göretem;ratığım;funnal;ihtimal;4;
1380;1380;1;"What is the Turkish word for ""classic, classical"" ?";tedeski;eski;klasik;lombral;3;
1381;1381;1;"What is the Turkish word for ""capacity"" ?";kapasite;çapasit;çapasite;capasite;4;
1382;1382;1;"What is the Turkish word for ""legal, lawful"" ?";yavas;kanunlul;yasal;kuralli;3;
1383;1383;1;"What is the Turkish word for ""sugar, candy"" ?";şeker;acı;dolmat;tuz;1;
1384;1384;1;"What is the Turkish word for ""shoulder"" ?";dirsek;alın;omuz;diz;3;
1385;1385;1;"What is the Turkish verb for ""to increase, to multiply"" ?";çormak;çoğalmak;çarmak;çoğmak;2;
1386;1386;1;"What is the Turkish verb for ""to paint, to dye"" ?";çizmek;okumak;boyamak;yazmak;3;
1387;1387;1;"What is the Turkish word for ""paint"" ?";boya;mürekkep;köpük;renk;1;
1388;1388;1;"What is the Turkish word for ""mutual, reciprocal"" ?";ayrı;karşılıklı;bireysel;müstakil;2;
1389;1389;1;"How do you say ""glass"" ?";fincan;bardak;kum;kapp;2;
1390;1390;1;"What is the Turkish word for ""meaningful"" ?";perfi;anlamlı;seteni;amcan;2;
1391;1391;1;"What is the Turkish word for ""to migrate"" ?";gozmek;gözmek;göçmek;çokmak;3;
1392;1392;1;"What is the Turkish word for ""migration, immigration"" ?";söç;göç;göz;lös;2;
1393;1393;1;"What is the Turkish word for ""narrow, tight"" ?";geniş;dar;der;boy;2;
1394;1394;1;"What is the Turkish word for ""to scatter, to disperse"" ?";ılmak;darmak;dağılmak;binmek;3;
1395;1395;1;"What is the Turkish word for ""point, score"" ?";puan;suan;pyan;tyan;1;
1396;1396;1;"What is the Turkish word for ""consumer"" ?";müsteri;alıçı;tüketici;alıcı;3;
1397;1397;1;"What is the Turkish word for ""young animal, child"" ?";lanru;yavru;pesru;tesvru;2;
1398;1398;1;"How do you say ""occupation"" ?";cumral;işgal;isgal;teshil;2;
1399;1399;1;"What is the Turkish word for ""to aim, to intend"" ?";amaçlamak;çenismek;tenislemek;anaçlamak;1;
1400;1400;1;"What is the Turkish word for ""to become empty"" ?";bitmişalmak;doluyalmak;boşalmak;koşalmak;3;
1401;1401;1;"Which one of the following words means ""egg"" ?";yumurta;süt;jambon;reçel;1;
1402;1402;1;"What is the Turkish word for ""charm, luck"" ?";uğur;temiz;uzur;selniz;1;
1403;1403;1;"What is the Turkish word for ""paper"" ?";silgi;kağıt;makas;bant;2;
1404;1404;1;"What is the Turkish word for ""April"" ?";nisan;kasım;şubat;haziran;1;
1405;1405;1;"What is the Turkish word for ""prayer"" ?";terik;dua;sua;penm;2;
1406;1406;1;"What is the Turkish word for ""notebook"" ?";ders;kaleme;kitap;defter;4;
1407;1407;1;"What is the Turkish word for ""sexual"" ?";zinsel;cinsel;dinsel;memsel;2;
1408;1408;1;"What is the Turkish word for ""clean, fresh"" ?";kirli;nunan;temiz;pis;3;
1409;1409;1;"What is the Turkish word for ""sovereign"" ?";sağman;eğmen;tenisle;egemen;4;
1410;1410;1;"What is the Turkish word for ""colored, colorful"" ?";sıkıcı;renkli;lezzetsiz;gülünç;2;
1411;1411;1;"What is the Turkish word for ""to be late"" ?";senimek;tercimek;gecikmek;erkenmek;3;
1412;1412;1;"What is the Turkish word for ""park, car park"" ?";bahçe;park;sokak;cadde;2;
1413;1413;1;"What is the Turkish word for ""small, little, young"" ?";uzun;ufak;kucuk;cukuk;2;
1414;1414;1;"What is the Turkish word for ""to sink"" ?";batmak;barmak;bağmak;sanmak;1;
1415;1415;1;"What is the Turkish word for ""participation, attendance"" ?";kert;sertilim;katılım;pristel;3;
1416;1416;1;"What is the Turkish word for ""to pop out, to rush out"" ?";mırlamak;fırlamak;pırlamak;sırlamak;2;
1417;1417;1;"What is the Turkish word for ""box, case"" ?";samdık;taput;kutu;loça;3;
1418;1418;1;"What is the Turkish word for ""difficulty, hardship"" ?";kolaylık;zorluk;çebut;dinel;2;
1419;1419;1;"What is the Turkish word for ""construction"" ?";yarım;sertilim;yapım;fente;3;
1420;1420;1;"What is the Turkish word for ""type, kind, breed"" ?";suns;sans;çert;cins;4;
1421;1421;1;"What is the Turkish word for ""use, benefit, advantage"" ?";sayda;telne;fayda;breme;3;
1422;1422;1;"What is the Turkish word for ""historical, historic"" ?";tarihsel;kültürel;gelemeksel;ananavı;1;
1423;1423;1;"What is the Turkish word for ""meter"" ?";metre;meter;metir;matre;1;
1424;1424;1;"What is the Turkish word for ""file, dossier"" ?";belğe;avrak;taslak;dosya;4;
1425;1425;1;"What is the Turkish word for ""to limit"" ?";penirlamak;pencelermek;sınırlamak;sutlamak;3;
1426;1426;1;"What is the Turkish word for ""to judge"" ?";yargılamak;yağılamak;lağılamak;sağılamak;1;
1427;1427;1;"What is the Turkish word for ""material, physical"" ?";caddı;seddi;cunledi;maddi;4;
1428;1428;1;"What is the Turkish word for ""land, fields"" ?";arazi;dağ;sayfine;tasra;1;
1429;1429;1;"What is the Turkish word for ""contact, touch"" ?";lemas;lenas;tenas;temas;4;
1430;1430;1;"What is the Turkish word for ""church"" ?";köy;havra;kilise;Cuma;3;
1431;1431;1;"What is the Turkish word for ""shadow, shade"" ?";bölge;belge;selge;gölge;4;
1432;1432;1;"What is the Turkish word for ""political, politic"" ?";sıyası;polıtık;poletec;politik;4;
1433;1433;1;"What is the Turkish word for ""to clean"" ?";kirlenmek;temizlemek;kirlilemek;supurlenmek;2;
1434;1434;1;"What is the Turkish word for ""element, component"" ?";öğe;onge;önğe;onğe;1;
1435;1435;1;"What is the Turkish word for ""to become dense, to thicken"" ?";yorunlaşmak;petenleşmek;yoğunlaşmak;brısamak;3;
1436;1436;1;"What is the Turkish word for ""train"" ?";tran;trene;trın;tren;4;
1437;1437;1;"What is the Turkish word for ""closely, intimate"" ?";düygüsal;uzaktan;yakından;cömert;3;
1438;1438;1;"What is the Turkish word for ""to turn to, to deviate"" ?";sapmak;sarmak;sarımak;pertmek;1;
1439;1439;1;"What is the Turkish word for ""handle"" ?";sır;sar;per;sap;4;
1440;1440;1;"What is the Turkish word for ""detail"" ?";özet;özlü;ayrıntı;hülâsa;3;
1441;1441;1;"What is the Turkish word for ""enough, sufficiently"" ?";yeterince;yederli;elverisli; kâfı;1;
1442;1442;1;"What is the Turkish word for ""hard, rigid, tough"" ?";yumuşak;narin;katı;hafif;3;
1443;1443;1;"What is the Turkish word for ""to analyze"" ?";çözümlemek;çözmek;setmek;bıramak;1;
1444;1444;1;"What is the Turkish word for ""practical, handy"" ?";kullanıslı;mahıratli;pratik;usta;3;
1445;1445;1;"What is the Turkish word for ""to tire"" ?";etelmek;yermek;yormak;sutmak;3;
1446;1446;1;"What is the Turkish word for ""anxiety, worry"" ?";sevgi;delgi;kaygı;seygi;3;
1447;1447;1;"What is the Turkish word for ""to name"" ?";adlandırmak;adanmak;lenmek;elermek;1;
1448;1448;1;"What is the Turkish word for ""to crush, to mash"" ?";ezmek;eğmek;alğırmak;penmek;1;
1449;1449;1;"What is the Turkish word for ""habit"" ?";adete;huyu;ibtila;alışkanlık;4;
1450;1450;1;"What is the Turkish word for ""fatherland"" ?";seytan;vatan;halan;dulen;1;
1451;1451;1;"What is the Turkish word for ""to get better, to recover"" ?";kötüleşmek;tenalaşmak;iyileşmek;fenalaşmak;3;
1452;1452;1;"What is the Turkish word for ""willpower"" ?";ifade;irade;çenride;sevinlene;1;
1453;1453;1;"What is the Turkish word for ""to aim"" ?";hedeflemek;doğrutmak;ulaslamak;nişanlamak;1;
1454;1454;1;"What is the Turkish word for ""mirror"" ?";hayna;miror;ayna;beyr;3;
1455;1455;1;"What is the Turkish word for ""retired"" ?";genç;emekli;dinç;birakmış;2;
1456;1456;1;"What is the Turkish word for ""indication, sign, index"" ?";ulgusem;gösterge;ündünme;şeylenti;2;
1457;1457;1;"What is the Turkish word for ""to interrogate"" ?";sorgulamak;tercimek;sepenlemek;senügümek;1;
1458;1458;1;"What is the Turkish word for ""certainly, undoubtedly"" ?";kuşkusuz;şüpheli;kuşkulu;belirsiz;1;
1459;1459;1;"What is the Turkish word for ""traffic"" ?";sevk;trafik;akıs;tiçaret;2;
1460;1460;1;"What is the Turkish word for ""peculiar"" ?";özgü;ezgi;petler;seibe;1;
1461;1461;1;"What is the Turkish word for ""need, requirement"" ?";gereksinim;ihtiyac;gereksinin;senbek;1;
1462;1462;1;"How would you say ""guest"" in Turkish ?";mısafır;davatlı;müsteri;konuk;4;"misafir also mean ""guest""."
1463;1463;1;"What is the Turkish word for ""test"" ?";denay;sinav;test;intihan;3;
1464;1464;1;"What is the Turkish word for ""to compile, to collect"" ?";delemek;senlemek;binkamak;derlemek;4;
1465;1465;1;"What is the Turkish word for ""November"" ?";temmuz;kasım;ekim;ocak;2;
1466;1466;1;"What is the Turkish word for ""surface"" ?";satih;çeper;miktar;yüzey;4;
1467;1467;1;"What is the Turkish word for ""forehead"" ?";kafa;baş;tel;alın;4;
1468;1468;1;"What is the Turkish word for ""curtain"" ?";sulun;perde;olum;meke;2;
1469;1469;1;"What is the Turkish word for ""prayer"" ?";telaz;enaz;dunlu;namaz;4;
1470;1470;1;"What is the Turkish word for ""fixed, stable, constant"" ?";sabit;kararsız;sebatsız;değişken;1;
